l_rate	time	RMSE_mean	RMSE_min	RMSE_max	MAE_mean	MAE_min	MAE_max	ABS_mean	ABS_min	ABS_max	REL_mean	REL_min	REL_max	R2_mean	R2_min	R2_max	RAE_mean	RAE_min	RAE_max	MAPE_mean	MAPE_min	MAPE_max	sMAPE_mean	sMAPE_min	sMAPE_max	EV_mean	EV_min	EV_max	U2_mean	U2_min	U2_max
0,0464	8,78	12,94343174	8,809637622	20,78877243	10,25128457	6,401918101	17,33985151	3,881245856	-8,98763254	15,81814764	0,135644446	-0,314105956	0,55282349	0,372462969	-0,541240797	0,723223703	72,87146631	45,50816591	123,2606895	35,82689355	22,37386316	60,60050424	37,96370907	25,74525905	61,68250284	0,475222205	0,120281518	1,565093755	0,419175904	0,285302066	0,673249
0,0466	8,938	16,68904018	9,050584024	37,51032611	13,77606341	6,584524737	32,77277702	9,613780869	-8,041696115	32,44069297	0,335989018	-0,28104672	1,133759623	-0,181073235	-4,017813157	0,707876823	97,92742882	46,80622892	232,9659565	48,14553275	23,01204938	114,5365525	43,26488926	25,36452694	73,58898023	1,15946988	0,114020207	5,627423956	0,540478263	0,293105168	1,21478022
0,0468	8,753	13,18957569	8,780873261	39,33455814	10,70973371	6,423598612	37,81187632	2,779980524	-37,67940908	13,63097624	0,097156669	-1,316845873	0,476384721	0,234274429	-4,517741597	0,725028158	76,13036139	45,66228227	268,7864971	37,42911309	22,4496337	132,1475429	41,28208617	25,38850094	199,2072273	0,408605725	0,123841092	1,100782257	0,42714733	0,284370526	1,273858378
0,047	8,808	16,55093452	9,865685652	37,23151867	13,60642676	7,289896198	32,58760184	9,453823	-5,871553249	32,02939259	0,330398701	-0,205203076	1,119385215	-0,163684932	-3,943497387	0,652889818	96,72156321	51,8203764	231,649635	47,55267493	25,47723002	113,8893895	42,69351369	27,31589889	73,36302066	1,13005436	0,117262833	5,539773693	0,536005681	0,319502415	1,205750979
0,0472	9,09	13,53932762	9,086288053	22,15290427	10,86150063	6,847916171	18,60834854	3,407902689	-14,97280297	16,78713854	0,119101724	-0,523279804	0,58668845	0,297971714	-0,750145469	0,705567459	77,20919967	48,67855233	132,2778266	37,95951856	23,93256786	65,03373478	41,68689965	27,10591003	95,96478208	0,511046002	0,119888553	1,785395833	0,438474124	0,294261451	0,717426712
0,0474	8,931	14,41690337	8,780995007	31,10440807	11,56613885	6,354110289	25,92949148	5,638976399	-8,93273559	25,29420688	0,197074821	-0,31218738	0,883999318	0,136585692	-2,450298649	0,725020532	82,21813487	45,1683231	184,3203211	40,42213661	22,20678114	90,62016806	40,13635012	25,92142566	64,7285902	0,743621996	0,110309995	3,506955925	0,466894609	0,284374468	1,007323145
0,0476	8,924	15,68429836	9,950947658	25,90244042	12,82130641	7,537449999	22,0716262	9,342171656	-2,711545316	20,74380906	0,326496633	-0,094764948	0,724968889	0,044292687	-1,392732634	0,646864247	91,14051913	53,58011766	156,8966068	44,8087824	26,34239805	77,13743548	40,9055429	29,68696921	58,50188263	0,908209765	0,152959503	2,53289251	0,507939476	0,322263644	0,83885627
0,0478	8,875	16,10913329	9,583503878	31,56363577	13,09905848	6,894493147	27,36625992	7,391874009	-10,02584485	26,68131232	0,258336291	-0,350390113	0,932476832	-0,079256844	-2,552931649	0,672462182	93,11492541	49,00964571	194,533619	45,77948942	24,09534827	95,64148511	43,19379907	26,15070139	66,62121403	0,971186663	0,115852052	3,915153498	0,52169785	0,310363896	1,022195336
0,048	8,827	13,08735653	8,364563105	26,75670965	10,37581266	5,860122545	23,8084133	4,962350529	-3,861343018	23,42336703	0,173427635	-0,134948868	0,818615922	0,295828153	-1,553161095	0,750483465	73,75667678	41,65680111	169,2425935	36,26210287	20,48035884	83,20727835	36,05615955	22,90889784	62,15628428	0,602970785	0,128971579	2,929005989	0,42383694	0,270888229	0,866521969
0,0482	8,818	12,63471762	8,941138701	21,37896999	9,950330305	6,493838191	17,80511409	3,676700049	-7,230059544	15,70370368	0,128495839	-0,252681088	0,548823824	0,396357531	-0,629995334	0,714899178	70,73212673	46,16158176	126,5680181	34,7750979	22,69511181	62,22653584	36,27599006	25,51448877	50,83124375	0,463583028	0,100127172	1,628461893	0,409178129	0,289560757	0,692362679
0,0484	8,733	17,00120032	9,222573957	35,83670447	14,02735631	6,763690261	30,97421854	9,412725071	-13,95116906	30,38363484	0,328962382	-0,48757504	1,061868143	-0,195600519	-3,580036476	0,696668789	99,71374957	48,07983072	220,1808668	49,02376846	23,63820936	108,2508268	45,11985384	26,34137578	92,97471545	1,12600691	0,147205405	5,039289181	0,550587638	0,2986751	1,160579612
0,0486	8,787	17,99579558	8,733750465	39,10135613	15,10800329	6,173529959	37,55532042	6,722994299	-37,41924143	26,431249	0,234959823	-1,307753355	0,923737447	-0,39348793	-4,452509694	0,727971526	107,3955508	43,88466413	266,9627642	52,80048777	21,5756766	131,2509137	52,55312919	23,96976048	199,2045255	1,068714844	0,151985761	3,96519751	0,582797826	0,282844443	1,26630608
0,0488	8,759	16,31499105	8,635503243	37,07421421	13,42725962	6,401196257	31,96634928	10,32090017	-2,128493394	31,28337661	0,360701909	-0,074388049	1,093312936	-0,133805915	-3,901812737	0,734057278	95,44794997	45,50303467	227,2334484	46,92650932	22,37134042	111,7181934	41,25567409	26,09211457	72,01845719	1,129076832	0,135561804	5,369655108	0,528364599	0,279662685	1,200656639
0,049	9,136	14,24115755	9,009077887	30,97925795	11,47042294	6,78988387	27,39332012	5,422268367	-6,96587051	26,98261514	0,18950116	-0,243448028	0,94300697	0,181827669	-2,422589611	0,710550043	81,53773636	48,26602853	194,725977	40,08762207	23,72975259	95,73605697	40,08612157	27,62882916	67,17992223	0,712930923	0,109456229	3,894248259	0,461203042	0,291760983	1,003270131
0,0492	8,85	13,72617996	8,972153937	25,66017521	11,01925316	6,847438636	21,3703435	6,299941595	-6,861004397	19,51756145	0,220174687	-0,239783095	0,682113145	0,264394515	-1,348183549	0,712917818	78,33058669	48,67515776	151,9115243	38,51084291	23,93089894	74,68654451	38,18714964	27,08037485	56,91766982	0,634410542	0,122812229	2,380876842	0,444525378	0,290565193	0,831010458
0,0494	8,838	12,1083978	9,028108879	28,67364783	9,480248354	6,583872663	23,82302546	5,069963591	-5,338658269	21,87082329	0,17718857	-0,186579097	0,764356557	0,417046009	-1,932099475	0,709325869	67,39053955	46,80159364	169,3464643	33,1322232	23,00977047	83,2583459	33,29326702	26,25518546	60,55684838	0,482209973	0,123757011	2,97012411	0,392133145	0,292377306	0,928602436
0,0496	8,728	15,60261333	8,617201386	31,28534227	12,77258843	6,391534299	26,96964813	9,221997051	-5,761969123	26,33827364	0,322296688	-0,201373255	0,920488081	0,018616337	-2,49055614	0,735183348	90,79420638	45,43435244	191,714296	44,63851946	22,33757314	94,25537897	40,99292103	25,10842812	65,70328094	0,940878635	0,128385631	3,819021054	0,505294089	0,279069976	1,013182739
0,0498	8,78	13,91541979	8,744977798	26,82152739	11,2266758	6,353215441	22,76226145	7,844258065	-1,615542901	21,60804954	0,27414652	-0,056461103	0,755172959	0,211693618	-1,56554607	0,727271685	79,80505483	45,16196206	161,8060016	39,23575782	22,20365376	79,551115	36,82931923	24,61620037	59,26189327	0,739722858	0,157674997	2,712947527	0,450653952	0,283208043	0,868621106
0,05	8,755	12,77442214	9,094291102	26,17840576	10,08560349	6,595200672	21,87656376	4,405963662	-13,35595814	19,29440544	0,153982645	-0,4667732	0,674314136	0,363283229	-1,443988713	0,705048568	71,69371891	46,88211902	155,5100014	35,24785991	23,04936037	76,45571785	36,84679976	25,87557691	84,50435277	0,486946411	0,111847702	2,452636187	0,413702491	0,294520632	0,847793469
0,0502	8,791	12,53446043	8,827120681	26,46674764	9,886979229	6,566242418	22,65209887	3,350781761	-15,97182231	21,78993814	0,117105423	-0,558194218	0,761529727	0,359590581	-1,498123812	0,722124067	70,28179431	46,67626868	161,0229087	34,55369421	22,94815507	79,16611125	37,25651132	25,13048716	105,3791781	0,474342623	0,109203427	2,687995886	0,405931278	0,285868258	0,857131485
0,0504	8,789	13,21482387	8,599281336	28,32624304	10,51200552	6,210229045	24,45378597	5,444729078	-7,172367008	23,64287809	0,190286132	-0,250664809	0,826287545	0,289873729	-1,8614803	0,73628361	74,72480651	44,14554033	173,8302383	36,73807903	21,70393508	85,46277107	35,99120843	24,72836907	62,32969934	0,619644097	0,117175481	3,122682486	0,427964998	0,278489631	0,917351655
0,0506	8,736	13,37790528	9,200908289	24,02820833	10,70629385	6,625940522	20,25230777	5,953102933	-6,276410702	18,76710502	0,208053131	-0,219352313	0,655885679	0,295514943	-1,058996382	0,698092286	76,10590907	47,10063388	143,9639445	37,41709123	23,15679211	70,77915646	37,26898595	25,66233002	55,07443838	0,610409235	0,117811381	2,134566724	0,433246426	0,297973453	0,778158849
0,0508	8,94	12,71351023	8,759132787	21,19360237	10,08480217	6,37366553	17,82304929	4,021981535	-11,76021482	15,42257633	0,140562974	-0,411004066	0,538998792	0,379373843	-0,601851934	0,726388072	71,68802273	45,30733193	126,6955108	35,24505941	22,27512414	62,28921702	37,40853032	26,12212709	73,18693677	0,480657264	0,125433749	1,603141747	0,411729845	0,283666456	0,686359507
0,051	8,867	17,67087062	8,54410538	35,6461285	14,42368624	6,422424895	31,62377593	9,050901013	-12,06012754	31,30087855	0,316317106	-0,421485622	1,093924606	-0,36151828	-3,531453656	0,739656944	102,531069	45,65393888	224,7982587	50,40888951	22,44553172	110,5209445	45,22825372	26,83026787	78,35955359	1,291745176	0,12804071	5,185055523	0,572275059	0,276702745	1,154407767
0,0512	9,001	14,3145845	9,2919554	40,62287091	11,47687904	6,71711351	34,54349317	6,523425618	-5,080331658	33,93706811	0,22798516	-0,177550921	1,18605597	0,092451834	-4,885102504	0,692087699	81,5836297	47,74873893	245,5531285	40,1101853	23,47542973	120,7249729	37,90951138	25,68574635	74,22739324	0,825520958	0,112235505	6,336630841	0,46358099	0,300922034	1,315580673
0,0514	8,901	15,50408247	9,099351582	32,2174349	12,57464915	6,670798955	27,38180596	7,047059729	-7,35946859	26,16516881	0,246285484	-0,257203764	0,914438294	0,019354723	-2,701644652	0,704720228	89,38715098	47,41951097	194,6441284	43,94674768	23,31356644	95,6958165	42,01429655	25,98749277	65,91932828	0,879607623	0,118271783	3,933614797	0,502103145	0,294684517	1,043368765
0,0516	8,76	13,2762935	8,575963117	23,35810424	10,62783339	6,23953873	20,04163099	4,145727993	-13,31410866	19,05315589	0,14488775	-0,465310616	0,665882781	0,316937538	-0,945754263	0,737711883	75,5481713	44,35388883	142,4663442	37,14288223	21,80636858	70,04286874	39,85272186	24,28732783	78,26988207	0,526620649	0,124739499	2,089760929	0,429955706	0,277734465	0,75645738
0,0518	8,791	12,05711369	8,38682724	20,63490024	9,508396897	6,124185978	17,29382559	5,311436625	-3,608410962	16,06470179	0,185627736	-0,126109225	0,561440234	0,451496328	-0,51850964	0,749153411	67,59063405	43,53390143	122,9335134	33,23059867	21,40322586	60,4396497	33,70608461	25,52366076	50,01031686	0,45793693	0,104370834	1,563999128	0,390472298	0,271609258	0,668265815
0,052	8,737	13,71502122	8,662302197	26,79587583	10,94024332	6,146519934	22,71360261	6,207278776	-11,04204638	21,32167017	0,216936243	-0,385905022	0,745164376	0,252328519	-1,560641145	0,732404092	77,76894367	43,69266281	161,4601092	38,23471391	21,48128011	79,38105872	37,74962957	23,85117041	74,6175335	0,639183183	0,15162304	2,690106889	0,444164	0,280530575	0,867790374
0,0522	8,775	15,02060324	9,051544709	25,46664542	12,27543319	6,922036441	22,85819342	5,572377853	-14,75892781	22,49358853	0,194747289	-0,515805148	0,786121384	0,092199797	-1,312896982	0,707814804	87,2601682	49,20543778	162,487936	42,90102719	24,19160847	79,88638464	43,57220095	26,66319194	94,62378902	0,76247368	0,124951861	2,686273343	0,486445563	0,29313628	0,824742953
0,0524	8,804	13,89826272	8,403007372	23,048189	11,17333689	6,187563421	19,5513467	5,604814319	-6,270895088	17,89503683	0,195880901	-0,219159549	0,62540804	0,241916771	-0,894464272	0,748184595	79,42589411	43,98442128	138,9811484	39,04934534	21,6247217	68,32938955	39,19496094	24,63793262	54,29382727	0,644893657	0,134371282	1,970355345	0,450098317	0,272133255	0,746420706
0,0526	8,793	16,43629311	8,601669305	29,80674231	13,59145185	6,391726746	26,53943597	9,53672063	-4,67307312	26,27627671	0,333295864	-0,16331777	0,918321369	-0,116256823	-2,168413332	0,736137125	96,61511376	45,43572046	188,6561241	47,50033959	22,33824572	92,75184399	42,86589318	26,31353962	66,1414841	1,100585602	0,122352077	3,648876681	0,532292993	0,278566966	0,965297952
0,0528	8,772	14,57750691	8,413996798	35,33900448	11,85777413	6,202920293	31,08875114	6,486962195	-8,040629657	30,59525592	0,226710811	-0,281009449	1,069264022	0,111510872	-3,453704806	0,747525517	84,29123024	44,09358592	220,995024	41,44136362	21,67839195	108,6511031	41,30942776	24,57622094	71,77473622	0,80410742	0,119752292	5,02927517	0,47209579	0,27248915	1,144461488
0,053	9,714	12,43629457	8,573633049	26,18243056	9,890048688	6,196719105	22,58673911	3,487865196	-7,528337629	21,6842654	0,121896309	-0,263105515	0,757836604	0,392342149	-1,444740273	0,73785439	70,30361362	44,04950465	160,5582975	34,56442156	21,65671962	78,93768746	36,80176235	24,92133032	59,46279959	0,478520074	0,11060433	2,656791848	0,402752154	0,277659005	0,847923813
0,0532	9,273	14,69474929	8,758226292	31,61670699	11,88559788	6,523261836	27,71845609	7,574990247	-5,599876671	27,07282149	0,264735963	-0,195708337	0,946159563	0,080287664	-2,564889519	0,726444702	84,48901594	46,37074034	197,0372127	41,53860398	22,79794359	96,8723645	38,87786244	25,57612504	67,34632827	0,867482649	0,12497193	3,992407619	0,475892711	0,283637098	1,023914059
0,0534	9,217	14,4173499	8,808985973	24,849618	11,6871315	6,341495105	21,45139887	6,045291892	-14,52562756	20,40150223	0,211275014	-0,50765161	0,713005715	0,170645715	-1,202177089	0,723264648	83,0782136	45,07864781	152,4877081	40,84499003	22,16269273	74,96982238	40,88885686	24,49063385	91,94956474	0,708401	0,104900841	2,385294741	0,46690907	0,285280962	0,804760383
0,0536	9,271	16,3176951	8,737577286	39,29348684	13,51638031	6,565004359	37,77486646	4,881836747	-37,64069661	21,84117063	0,170613784	-1,315492923	0,763320235	-0,160643092	-4,506224879	0,727733087	96,08146618	46,66746792	268,5234118	47,23797442	22,94382822	132,0181983	49,03332841	25,83793939	199,2026348	0,794934763	0,114640333	2,925612676	0,52845217	0,282968376	1,272528275
0,0538	9,302	15,18997247	9,572073222	31,54459304	12,43552301	6,945954395	26,71183829	8,426692576	-4,917453279	25,65876906	0,294501841	-0,171858535	0,896740288	0,072223259	-2,548645886	0,673243052	88,39816995	49,37545905	189,8816495	43,46052008	24,27519858	93,35436746	40,88241292	26,22832948	64,7099381	0,87897229	0,129208116	3,761087488	0,491930623	0,309993712	1,021578633
0,054	9,338	15,28440781	9,035557421	33,60094525	12,3973433	6,748944102	29,00868335	8,704818929	-2,620690881	28,26456836	0,304221992	-0,091589705	0,987809552	0,012087261	-3,026389605	0,708846036	88,12676867	47,97500735	206,2088196	43,327087	23,58667347	101,3815393	39,37727384	27,22943558	68,38883089	0,939381226	0,135142082	4,409633124	0,494988932	0,292618529	1,088174055
0,0542	9,016	16,12098643	8,469762277	47,95659214	13,22572028	6,224609524	41,9624027	8,702074863	-11,56916728	41,42881377	0,30412609	-0,404327206	1,447882644	-0,255962832	-7,201804897	0,744167775	94,01530343	44,24776426	298,2905989	46,22215578	21,75419297	146,6530876	41,67783994	25,10099738	83,01579599	1,22620502	0,117917495	9,206269241	0,522081716	0,274295127	1,553084859
0,0544	8,872	18,11195097	9,588949944	40,93499539	15,36097146	7,359972186	39,45529244	4,011285467	-39,33253149	27,76525608	0,14018916	-1,37462033	0,970359243	-0,475838416	-4,975885915	0,672089813	109,1937802	52,31851299	280,4687542	53,68457829	25,7221364	137,8910664	57,25908139	28,55682664	199,2185305	0,86197313	0,106854812	4,551730779	0,586559544	0,310540268	1,325688893
0,0546	8,913	15,54539725	9,099328771	35,63556989	12,77165412	6,757931133	31,15689993	8,69007499	-3,928322127	30,460728	0,30370671	-0,1372897	1,064562447	-0,09273713	-3,528769565	0,704721708	90,78756483	48,03889184	221,4794612	44,63525418	23,61808196	108,8892742	40,49218097	26,85178194	71,60379745	1,082624825	0,145259903	5,055019159	0,503441133	0,294683778	1,154065824
0,0548	8,928	14,41983867	8,858244224	27,16358336	11,65936557	6,508947234	23,11257417	7,645722477	-3,103573876	22,01522365	0,267207961	-0,108465832	0,76940316	0,152879566	-1,631400344	0,720161087	82,8808389	46,2689847	164,2962068	40,74795175	22,74791593	80,77541195	38,4406127	25,17255411	59,86559808	0,789079931	0,133359614	2,796608897	0,466989669	0,286876201	0,879698664
0,055	8,872	15,19199943	8,726423827	26,24245903	12,36551021	6,490606947	22,34706945	8,076518636	-4,501571561	20,38651873	0,282263722	-0,157324015	0,712482061	0,07560305	-1,455963238	0,728427738	87,9004825	46,13861239	158,8546008	43,21583452	22,68381904	78,10007345	40,64331855	25,7933373	58,96221688	0,854942291	0,120791281	2,563943873	0,491996267	0,282607169	0,849867848
0,0552	8,848	15,64058689	8,28984988	28,55883165	12,76286305	6,048716997	24,54444047	9,169855117	-5,518143594	23,38766016	0,320474396	-0,192851873	0,817368014	0,020485094	-1,908664825	0,754920978	90,72507335	42,99742863	174,4746577	44,60453055	21,13947168	85,77959665	41,13929933	25,24283631	62,39984053	0,933646773	0,119324384	3,134201109	0,506523871	0,268468625	0,924884089
0,0554	8,74	14,67604276	9,199782676	36,46709962	11,89981514	6,823706267	32,21246761	4,416358203	-18,9210729	31,79826942	0,15434592	-0,661266654	1,111307764	0,094399444	-3,742586416	0,69816615	84,5900796	48,50645573	228,9829856	41,58829142	23,84795742	112,5783447	44,08318065	25,95792106	116,0082848	0,719230555	0,123573226	5,393737364	0,475286896	0,297937	1,180995099
0,0556	8,771	17,92964909	9,174314009	38,80309829	15,00818792	6,859158864	34,12665629	5,832119641	-33,97512938	33,60195988	0,203824924	-1,187386161	1,174344377	-0,413363385	-4,369645488	0,69983503	106,6860111	48,75847124	242,590035	52,45164614	23,97185959	119,2681827	54,08776764	26,02125081	199,204533	1,113388954	0,137516787	6,055587525	0,580655657	0,297112191	1,256646933
0,0558	9,158	14,96532056	8,613609647	34,6995971	12,13157579	6,238289258	30,8089304	8,471873267	-0,67559741	30,48671716	0,296080847	-0,023611242	1,065470734	0,005757025	-3,293996347	0,735404058	86,23755492	44,34500693	219,0059126	42,39826446	21,80200184	107,6731664	38,27613316	24,83358107	71,82045596	0,959663044	0,14010802	4,92434131	0,484655221	0,278953656	1,123754138
0,056	8,89	13,93357918	8,360255802	32,86891872	11,18748568	6,092471047	27,87887474	7,758908046	0,762091074	26,43287784	0,271163648	0,026634082	0,923794373	0,200788327	-2,852863661	0,750740375	79,52647103	43,30845519	198,177552	39,09879348	21,29238634	97,4330066	36,61354336	24,20128358	66,57651024	0,741193123	0,142043222	4,068955584	0,451242048	0,270748736	1,064467213
0,0562	8,864	14,95706637	8,905227062	27,16452895	12,08431318	6,661515103	23,0670965	7,44674381	-8,643879859	21,60565439	0,260253918	-0,302092251	0,755089252	0,129487954	-1,631583551	0,717184765	85,90158768	47,35351652	163,9729278	42,23308784	23,2811206	80,61647348	40,64394141	28,13893349	64,71777218	0,769147993	0,107490168	2,768582272	0,484387908	0,288397751	0,879729287
0,0564	8,873	15,82061712	9,133824423	41,35534166	13,18835429	7,085800726	39,94943702	4,43972426	-39,82918986	27,47036908	0,155162533	-1,391977888	0,96005333	-0,126500308	-5,099244349	0,702478658	93,74968652	50,36955956	283,9813911	46,09156656	24,76394314	139,6180369	48,11914446	27,21255104	199,2248385	0,751333257	0,113003012	4,085825341	0,51235419	0,295800927	1,3393019
0,0566	8,879	14,62739371	8,991553236	28,87332166	11,78618299	6,634002454	23,75662976	7,148002314	-3,92226501	20,24930594	0,249813295	-0,137078012	0,707686655	0,115159208	-1,973078008	0,711675036	83,78232316	47,15794229	168,8744891	41,19116199	23,1849675	83,02630167	38,74398449	25,46177627	60,8447887	0,803062629	0,116179325	2,853810783	0,473711385	0,291193443	0,935068918
0,0568	9,001	16,24044384	8,386234508	29,45963352	13,37528987	6,11648318	26,09977228	10,07928571	-1,89850895	25,60098743	0,352257801	-0,066350395	0,894720895	-0,128630571	-2,095048693	0,749188866	95,0785219	43,47914593	185,5307657	46,74488185	21,3763056	91,21527711	40,89773903	24,5213177	65,40782046	1,129088401	0,135474316	3,524209303	0,525950371	0,271590062	0,954056757
0,057	8,913	12,15628343	8,500124496	22,26232793	9,572887101	6,051637993	18,83500388	4,773253119	-3,024830895	17,63376656	0,166818929	-0,105713868	0,616276987	0,427744393	-0,767477759	0,742330284	68,04906398	43,01819259	133,8890108	33,45598346	21,14968018	65,82586545	34,28155064	23,62353948	53,12086981	0,475353412	0,132093528	1,820192056	0,393683932	0,275278415	0,720970421
0,0572	9,02	13,39848302	8,897875995	22,17791004	10,68138939	6,477812769	18,50128591	4,267467208	-16,83695448	14,04505919	0,149142376	-0,588429451	0,490856377	0,313049685	-0,754098758	0,717651488	75,92887522	46,04766471	131,5167697	37,33005342	22,63910506	64,65956496	39,79432712	26,06335276	102,9526784	0,509882985	0,130246476	1,268989453	0,43391284	0,288159685	0,718236529
0,0574	8,884	13,56134235	8,982677327	33,26819388	10,83095689	6,638235926	28,37937617	5,568635241	-6,598037432	27,59407696	0,19461649	-0,230592745	0,964376758	0,199629257	-2,94703751	0,712243989	76,99207883	47,18803601	201,7353766	37,85277218	23,19976293	99,18219337	36,85704219	25,99578538	67,06707272	0,71394754	0,11022915	4,248416261	0,439187076	0,290905995	1,077397828
0,0576	9,022	13,5049463	9,169749125	24,76390381	10,76023689	6,600763195	20,99821602	4,158873678	-7,575111712	19,39859036	0,145347174	-0,264740208	0,677955262	0,290047869	-1,18701128	0,700133663	76,48936426	46,92166033	149,2662486	37,60561506	23,06880066	73,38600785	39,25326648	25,56929097	57,5134442	0,563064028	0,102904581	2,282576501	0,437360677	0,296964357	0,80198451
0,0578	8,983	15,16178503	9,507454619	41,19014017	12,22657723	6,903430711	35,26918977	5,94094627	-18,9506562	34,62265615	0,207628271	-0,662300551	1,210016371	0,003692579	-5,050612578	0,677639865	86,91287459	49,07317857	250,7117577	42,73028201	24,12658389	123,2611873	42,81788277	26,17033887	115,9642428	0,812853623	0,188208403	6,574420032	0,491017766	0,307901024	1,333951813
0,058	8,967	13,31572925	9,114152215	27,06512458	10,68058177	6,772990362	23,68666364	5,379971118	-10,10603247	22,91339463	0,188022926	-0,353192565	0,800793056	0,298502639	-1,61235905	0,703758866	75,92313422	48,14594068	168,3771335	37,32723088	23,67071199	82,78177927	37,90658502	26,65846608	66,75383335	0,597859953	0,130275241	2,905744056	0,431232841	0,295163838	0,876510055
0,0582	9,014	15,67373413	9,030442772	39,96616347	12,70580323	6,586057115	34,59326406	6,031036442	-12,98091008	34,05301412	0,210776805	-0,453665763	1,19010813	-0,08390003	-4,69636392	0,709175563	90,31946246	46,81712186	245,9069259	44,40511398	23,01740484	120,8989157	43,10775644	25,34193987	82,25837578	0,973220032	0,13564274	6,290116215	0,507597351	0,292452889	1,294313057
0,0584	8,815	12,08318363	8,93446731	28,33235781	9,467204825	6,433386741	23,46886086	3,263956314	-12,60915794	20,97397297	0,114070987	-0,440673514	0,733012816	0,414991607	-1,862715846	0,715324472	67,29781936	45,73186138	166,828878	33,08663778	22,48384193	82,02058716	35,6673718	24,92915184	81,71799472	0,431958705	0,137895691	2,855566939	0,391316578	0,289344703	0,917549684
0,0586	9,35	15,7004669	8,657342753	45,9851059	12,83384504	6,295451707	40,75338934	6,885220855	-13,45913846	40,48225954	0,240629428	-0,470379217	1,414801816	-0,134465319	-6,541316849	0,732710419	91,22965026	44,75134737	289,6963026	44,85260328	22,0017771	142,4277447	42,94391768	24,39000778	87,79677158	1,052857895	0,141836091	8,641335264	0,508463098	0,280369963	1,48923784
0,0588	8,761	14,76649386	9,121152776	33,7122696	11,94135212	6,672757766	28,0965137	7,080039513	-7,731871645	26,2695404	0,247438085	-0,270218762	0,918085944	0,097397433	-3,053113719	0,703303607	84,8853461	47,43343521	199,7246429	41,73345773	23,32041223	98,19362618	40,53931267	25,47719197	66,15150806	0,808498288	0,105562948	4,155260136	0,478216174	0,295390553	1,091779319
0,059	8,76	13,51339154	8,234398566	30,25951024	10,84734301	6,006425068	27,44320269	7,470259041	-0,037921339	27,18657026	0,261075745	-0,001325301	0,950134934	0,221938077	-2,265401555	0,75818871	77,1085599	42,69679558	195,0805683	37,91003952	20,99166694	95,91039001	35,37188318	24,5481737	68,03678177	0,744671311	0,12632233	3,860714352	0,437634178	0,266672822	0,979960942
0,0592	9,106	15,80578687	8,667077028	32,03816557	12,96304945	6,357178522	27,53551649	8,909975185	-3,815209593	26,89172885	0,311391934	-0,133336566	0,939830613	-0,04354469	-2,660564715	0,732109003	92,14810247	45,1901337	195,7367828	45,30415573	22,21750421	96,23301462	41,99011473	24,78398872	66,40600893	0,997080073	0,125943519	3,988550922	0,511873909	0,280685209	1,037563089
0,0594	9,243	16,18985649	9,293877339	32,50815129	13,25575434	6,65557066	27,29942225	9,300157218	-5,753435615	26,17461973	0,325028283	-0,20107502	0,914768591	-0,092908761	-2,768750183	0,691960309	94,22880117	47,31126032	194,058502	46,32712089	23,26034555	95,40789622	42,25594214	25,49141268	65,29032883	1,052464726	0,143865125	3,946460665	0,524312088	0,300984276	1,05278368
0,0596	8,826	14,95728378	8,325508731	34,88016581	12,16654427	6,144479738	30,41130814	6,927928059	-10,1892358	29,88985184	0,242121989	-0,356100412	1,044611075	0,017477462	-3,33880256	0,752808025	86,48612905	43,67816004	216,1794066	42,5204747	21,47414989	106,2835288	40,25378406	25,2690202	70,56445004	0,912860639	0,115496875	4,836004652	0,484394948	0,269623444	1,129601896
0,0598	8,86	14,90145227	9,079181841	40,5730536	12,34685863	6,919539766	39,13389038	2,161383392	-39,01181751	29,61379523	0,075537512	-1,363411798	1,034963259	-0,032245985	-4,870677123	0,706027819	87,76789742	49,18769012	278,1840611	43,15064973	24,18288292	136,7678085	47,78484594	26,35206977	199,2184656	0,629315797	0,107528962	4,776443047	0,482586833	0,294031315	1,313967328
0,06	8,843	13,40497896	8,617586331	23,84654199	10,76482375	6,453696652	20,63264079	5,611765426	-5,464648081	19,46801451	0,196123833	-0,190982275	0,680381545	0,283209249	-1,027979811	0,735159687	76,52197006	45,8762348	146,6675495	37,62164554	22,5548224	72,1083704	37,45573496	25,59548398	56,59156743	0,622712341	0,099030461	2,195698127	0,434123213	0,279082442	0,772275545
0,0602	8,713	14,93176965	8,605288499	30,60723794	12,11405781	6,382332631	26,90331426	8,145944961	-4,459674571	26,38424578	0,28469008	-0,155859771	0,922094747	0,052052089	-2,340881608	0,735915035	86,113028	45,36894219	191,2427603	42,33704142	22,30541452	94,02355084	38,95255677	26,5035899	66,16742583	0,901285307	0,125350049	3,762147893	0,483568668	0,278684174	0,99122218
0,0604	9,111	13,08036426	8,462205481	28,89979691	10,45327715	6,076022899	25,49605377	6,533950672	-1,713730885	24,9867698	0,228352997	-0,059892644	0,873254796	0,307424442	-1,978532807	0,744624083	74,30733468	43,1915332	181,2392203	36,53283109	21,23490223	89,10536021	35,28999336	24,58481874	64,51430786	0,628414494	0,107115203	3,370250714	0,423610494	0,274050399	0,935926324
